eul_aid,eul_wid,author_display_string,author_english,author_greek,work_display_string,work_english,work_greek,period,dialect,domain,format,affiliation,passages,grc_pdf,grc_md,grc_txt
fku,fku-aa,hereas-of-megara,Hereas of Megara,Ἡρέας ὁ Μεγαρεύς,hereas-megara-historical-fragments,Megarian Historical Fragments,Ἀποσπάσματα,Classical,Attic,History,Prose,,5,grc/hereas-megara-historical-fragments-fku-aa.grc.pdf,grc/hereas-megara-historical-fragments-fku-aa.grc.md,grc/hereas-megara-historical-fragments-fku-aa.grc.txt
jtc,jtc-aa,herillus-of-carthage,Herillus of Carthage,Ἥριλλος ὁ Καρχηδόνιος,herillus-carthage-ethical-fragments,Stoic Ethical Fragments,Ἀποσπάσματα,Hellenistic,Philosophical Koine,Philosophy,Collection,Stoic,13,grc/herillus-carthage-ethical-fragments-jtc-aa.grc.pdf,grc/herillus-carthage-ethical-fragments-jtc-aa.grc.md,grc/herillus-carthage-ethical-fragments-jtc-aa.grc.txt
mzi,mzi-aa,hermaeus-paropamisadae,Hermaeus of Paropamisadae,Ἑρμαῖος ὁ Σωτήρ,hermaeus-paropamisadae-egyptian-deities,On Egyptian Deities,Ἀπόσπασμα,Hellenistic,Koine,History,Prose,,2,grc/hermaeus-paropamisadae-egyptian-deities-mzi-aa.grc.pdf,grc/hermaeus-paropamisadae-egyptian-deities-mzi-aa.grc.md,grc/hermaeus-paropamisadae-egyptian-deities-mzi-aa.grc.txt
jbk,jbk-aa,hermarchus-of-mytilene,Hermarchus of Mytilene,Ἕρμαρχος ὁ Μυτιληναῖος,hermarchus-mytilene-biographical-fragments,Epicurean Biographical Fragments,Ἀποσπάσματα,Hellenistic,Philosophical Koine,Philosophy,Treatise,Epicurean,40,grc/hermarchus-mytilene-biographical-fragments-jbk-aa.grc.pdf,grc/hermarchus-mytilene-biographical-fragments-jbk-aa.grc.md,grc/hermarchus-mytilene-biographical-fragments-jbk-aa.grc.txt
qbi,qbi-aa,hermes-trismegistus,Hermes Trismegistus the Alchemist,Ἑρμῆς ὁ Τρισμέγιστος,hermes-trismegistus-philosophical-stone,Riddle of the Philosophical Stone of Hermes and Agathodaemon,Αἴνιγμα τοῦ φιλοσοφικοῦ λίθου Ἑρμοῦ καὶ,Roman,Koine,Science,Treatise,,1,grc/hermes-trismegistus-philosophical-stone-qbi-aa.grc.pdf,grc/hermes-trismegistus-philosophical-stone-qbi-aa.grc.md,grc/hermes-trismegistus-philosophical-stone-qbi-aa.grc.txt
iha,iha-ac,hermesianax-of-colophon,Hermesianax of Colophon,Ἑρμησιάναξ ὁ Κολοφωνεύς,hermesianax-colophon-betrayal-of-nanis,Betrayal of Nanis,Ἀποσπάσματα,Hellenistic,Ionic Elegiac,Poetry,Collection,,1,grc/hermesianax-colophon-betrayal-of-nanis-iha-ac.grc.pdf,grc/hermesianax-colophon-betrayal-of-nanis-iha-ac.grc.md,grc/hermesianax-colophon-betrayal-of-nanis-iha-ac.grc.txt
iha,iha-ab,hermesianax-of-colophon,Hermesianax of Colophon,Ἑρμησιάναξ ὁ Κολοφωνεύς,hermesianax-colophon-orphic-mythological-fragments,Orphic and Mythological Fragments,Ἀποσπάσματα,Hellenistic,Ionic Elegiac,Poetry,Collection,,61,grc/hermesianax-colophon-orphic-mythological-fragments-iha-ab.grc.pdf,grc/hermesianax-colophon-orphic-mythological-fragments-iha-ab.grc.md,grc/hermesianax-colophon-orphic-mythological-fragments-iha-ab.grc.txt
iha,iha-aa,hermesianax-of-colophon,Hermesianax of Colophon,Ἑρμησιάναξ ὁ Κολοφωνεύς,hermesianax-colophon-testimonies,Testimonies,Μαρτυρίαι,Hellenistic,Ionic Elegiac,Poetry,Collection,,2,grc/hermesianax-colophon-testimonies-iha-aa.grc.pdf,grc/hermesianax-colophon-testimonies-iha-aa.grc.md,grc/hermesianax-colophon-testimonies-iha-aa.grc.txt
iiy,iiy-aa,hermesianax-of-cyprus,Hermesianax of Cyprus,Ἑρμησιάναξ ὁ Κύπριος,hermesianax-cyprus-histories-myths,Phrygian Histories and Myths,Ἀποσπάσματα,Hellenistic,Koine,History,Prose,,4,grc/hermesianax-cyprus-histories-myths-iiy-aa.grc.pdf,grc/hermesianax-cyprus-histories-myths-iiy-aa.grc.md,grc/hermesianax-cyprus-histories-myths-iiy-aa.grc.txt
oqk,oqk-an,hermetica,Hermetica,Ἑρμητικά,hermetica-asclepius-words,Asclepius Greek Words Only,Ἑρμοῦ τρισμεγίστου βίβλος ἱερὰ πρὸς Ἀσκληπιὸν,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,2,grc/hermetica-asclepius-words-oqk-an.grc.pdf,grc/hermetica-asclepius-words-oqk-an.grc.md,grc/hermetica-asclepius-words-oqk-an.grc.txt
oqk,oqk-as,hermetica,Hermetica,Ἑρμητικά,hermetica-dialogue,Dialogue Untitled,Διάλογος,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,1,grc/hermetica-dialogue-oqk-as.grc.pdf,grc/hermetica-dialogue-oqk-as.grc.md,grc/hermetica-dialogue-oqk-as.grc.txt
oqk,oqk-am,hermetica,Hermetica,Ἑρμητικά,hermetica-hymn-almighty,From the Hymn to the Almighty,Ἐκ τοῦ ὕμνου πρὸς τὸν παντοκράτορα,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,1,grc/hermetica-hymn-almighty-oqk-am.grc.pdf,grc/hermetica-hymn-almighty-oqk-am.grc.md,grc/hermetica-hymn-almighty-oqk-am.grc.txt
oqk,oqk-ab,hermetica,Hermetica,Ἑρμητικά,hermetica-invisible-god-manifest,"Hermes to His Son Tat, That the Invisible God is Most Manifest",Πρὸς Τὰτ υἱόν ὅτι ἀφανὴς θεὸς φανερώτατός ἐστιν,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,12,grc/hermetica-invisible-god-manifest-oqk-ab.grc.pdf,grc/hermetica-invisible-god-manifest-oqk-ab.grc.md,grc/hermetica-invisible-god-manifest-oqk-ab.grc.txt
oqk,oqk-aq,hermetica,Hermetica,Ἑρμητικά,hermetica-cup,"Hermes to Tat, The Cup",Πρὸς Τάτ ὁ κρατήρ ἡ μονάς,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,11,grc/hermetica-cup-oqk-aq.grc.pdf,grc/hermetica-cup-oqk-aq.grc.md,grc/hermetica-cup-oqk-aq.grc.txt
oqk,oqk-ao,hermetica,Hermetica,Ἑρμητικά,hermetica-key,Hermes Trismegistus Key,Κλείς,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,23,grc/hermetica-key-oqk-ao.grc.pdf,grc/hermetica-key-oqk-ao.grc.md,grc/hermetica-key-oqk-ao.grc.txt
oqk,oqk-ak,hermetica,Hermetica,Ἑρμητικά,hermetica-to-asclepius,Hermes Trismegistus to Asclepius,Ἑρμοῦ τρισμεγιστου πρὸς Ἀσκληπιόν,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,17,grc/hermetica-to-asclepius-oqk-ak.grc.pdf,grc/hermetica-to-asclepius-oqk-ak.grc.md,grc/hermetica-to-asclepius-oqk-ak.grc.txt
oqk,oqk-aa,hermetica,Hermetica,Ἑρμητικά,hermetica-to-tat-rebirth,"Hermes Trismegistus to His Son Tat, Secret Discourse-Rebirth",Πρὸς τὸν υἱὸν Τὰτ ἐν ὄρει λόγος ἀπόκρυφος περὶ,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,22,grc/hermetica-to-tat-rebirth-oqk-aa.grc.pdf,grc/hermetica-to-tat-rebirth-oqk-aa.grc.md,grc/hermetica-to-tat-rebirth-oqk-aa.grc.txt
oqk,oqk-ac,hermetica,Hermetica,Ἑρμητικά,hermetica-greatest-evil-ignorance,"Hermes Trismegistus, Greatest Evil is Ignorance of God",Ὅτι μέγιστον κακὸν ἐν ἀνθρώποις ἡ περὶ τοῦ θεοῦ,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,3,grc/hermetica-greatest-evil-ignorance-oqk-ac.grc.pdf,grc/hermetica-greatest-evil-ignorance-oqk-ac.grc.md,grc/hermetica-greatest-evil-ignorance-oqk-ac.grc.txt
oqk,oqk-af,hermetica,Hermetica,Ἑρμητικά,hermetica-to-asclepius,"Hermes Trismegistus, To Asclepius, Be Well",Ἀσκληπιῷ εὖ φρονεῖν,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,9,grc/hermetica-to-asclepius-oqk-af.grc.pdf,grc/hermetica-to-asclepius-oqk-af.grc.md,grc/hermetica-to-asclepius-oqk-af.grc.txt
oqk,oqk-ah,hermetica,Hermetica,Ἑρμητικά,hermetica-common-mind,Hermes Trismegistus-Common Mind to Tat,Περὶ νοῦ κοινοῦ πρὸς Τάτ,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,22,grc/hermetica-common-mind-oqk-ah.grc.pdf,grc/hermetica-common-mind-oqk-ah.grc.md,grc/hermetica-common-mind-oqk-ah.grc.txt
oqk,oqk-ae,hermetica,Hermetica,Ἑρμητικά,hermetica-thought-perception,Hermes Trismegistus-Thought and Perception,Περὶ νοήσεως καὶ αἰσθήσεως.,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,9,grc/hermetica-thought-perception-oqk-ae.grc.pdf,grc/hermetica-thought-perception-oqk-ae.grc.md,grc/hermetica-thought-perception-oqk-ae.grc.txt
oqk,oqk-at,hermetica,Hermetica,Ἑρμητικά,hermetica-fragments,Hermetic Fragments,Διάφορα Ἀποσπάσματα,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,24,grc/hermetica-fragments-oqk-at.grc.pdf,grc/hermetica-fragments-oqk-at.grc.md,grc/hermetica-fragments-oqk-at.grc.txt
oqk,oqk-ai,hermetica,Hermetica,Ἑρμητικά,hermetica-holy-discourse,Holy Discourse of Hermes Trismegistus,Ἑρμοῦ τοῦ τρισμεγίστου λόγος ἱερός,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,5,grc/hermetica-holy-discourse-oqk-ai.grc.pdf,grc/hermetica-holy-discourse-oqk-ai.grc.md,grc/hermetica-holy-discourse-oqk-ai.grc.txt
oqk,oqk-au,hermetica,Hermetica,Ἑρμητικά,hermetica-mind,Mind to Hermes,Νοῦ πρὸς Ἑρμῆν,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,23,grc/hermetica-mind-oqk-au.grc.pdf,grc/hermetica-mind-oqk-au.grc.md,grc/hermetica-mind-oqk-au.grc.txt
oqk,oqk-ad,hermetica,Hermetica,Ἑρμητικά,hermetica-nothing-perishes,Nothing Perishes: Changes Mistaken for Loss and Death,"Ὅτι οὐδὲν τῶν ὄντων ἀπόλλυται, ἀλλὰ τὰς",Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,6,grc/hermetica-nothing-perishes-oqk-ad.grc.pdf,grc/hermetica-nothing-perishes-oqk-ad.grc.md,grc/hermetica-nothing-perishes-oqk-ad.grc.txt
oqk,oqk-ag,hermetica,Hermetica,Ἑρμητικά,hermetica-soul-hindered-passion,On the Soul Hindered by the Body's Passion,Περὶ τῆς ὑπὸ τοῦ πάθους τοῦ σώματος,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,15,grc/hermetica-soul-hindered-passion-oqk-ag.grc.pdf,grc/hermetica-soul-hindered-passion-oqk-ag.grc.md,grc/hermetica-soul-hindered-passion-oqk-ag.grc.txt
oqk,oqk-ap,hermetica,Hermetica,Ἑρμητικά,hermetica-only-good,Only in God is the Good,"Ὅτι ἐν μόνῳ τῷ θεῷ τὸ ἀγαθόν ἐστιν, ἀλλαχόθι δὲ",Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,7,grc/hermetica-only-good-oqk-ap.grc.pdf,grc/hermetica-only-good-oqk-ap.grc.md,grc/hermetica-only-good-oqk-ap.grc.txt
oqk,oqk-aj,hermetica,Hermetica,Ἑρμητικά,hermetica-poimandres,Poimandres of Hermes Trismegistus,Ποιμάνδρης,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,24,grc/hermetica-poimandres-oqk-aj.grc.pdf,grc/hermetica-poimandres-oqk-aj.grc.md,grc/hermetica-poimandres-oqk-aj.grc.txt
oqk,oqk-ar,hermetica,Hermetica,Ἑρμητικά,hermetica-stobaeus,Stobaeus Hermetica,Στοβαίου Ἑρμητικά,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,218,grc/hermetica-stobaeus-oqk-ar.grc.pdf,grc/hermetica-stobaeus-oqk-ar.grc.md,grc/hermetica-stobaeus-oqk-ar.grc.txt
oqk,oqk-al,hermetica,Hermetica,Ἑρμητικά,hermetica-asclepius-ammon,Terms of Asclepius to King Ammon,Ὅροι Ἀσκληπιοῦ πρὸς Ἄμμωνα βασιλέα,Roman,Philosophical Koine,Philosophy,Treatise,Hermetic,14,grc/hermetica-asclepius-ammon-oqk-al.grc.pdf,grc/hermetica-asclepius-ammon-oqk-al.grc.md,grc/hermetica-asclepius-ammon-oqk-al.grc.txt
tce,tce-aa,hermias-of-alexandria,Hermias of Alexandria,Ἑρμείας ὁ Ἀλεξανδρεύς,hermias-alexandria-scholia-phaedrus,Scholia-Plato's Phaedrus,Σχόλια εἰς τὸν Πλάτωνος Φαῖδρον,Late Antique,Philosophical Koine,Poetry,Verse,,265,grc/hermias-alexandria-scholia-phaedrus-tce-aa.grc.pdf,grc/hermias-alexandria-scholia-phaedrus-tce-aa.grc.md,grc/hermias-alexandria-scholia-phaedrus-tce-aa.grc.txt
jva,jva-aa,hermias-of-cyrene,Hermias of Cyrene,Ἑρμείας ὁ Κυρηναῖος,hermias-cyrene-against-sophists,Fragments Against Sophists,Ἀποσπάσματα πρὸς Σοφιστάς,Hellenistic,Koine (frg),Poetry,Verse,,1,grc/hermias-cyrene-against-sophists-jva-aa.grc.pdf,grc/hermias-cyrene-against-sophists-jva-aa.grc.md,grc/hermias-cyrene-against-sophists-jva-aa.grc.txt
cdu,cdu-aa,hermias-of-methymna,Hermias of Methymna,Ἑρμείας ὁ Μηθυμναῖος,hermias-methymna-sicilian-customs,Fragments on Sicilian Customs,Ἀποσπάσματα περὶ Σικελικῶν Ἐθῶν,Classical,Aeolic (frg),History,Prose,,3,grc/hermias-methymna-sicilian-customs-cdu-aa.grc.pdf,grc/hermias-methymna-sicilian-customs-cdu-aa.grc.md,grc/hermias-methymna-sicilian-customs-cdu-aa.grc.txt
ixy,ixy-aa,hermippus-of-smyrna,Hermippus of Smyrna,Ἕρμιππος ὁ Σμυρναῖος,hermippus-smyrna-magi-lawgivers-sages,"On the Magi, Lawgivers, and Sages",Ἀποσπάσματα,Hellenistic,Koine,Grammar,Treatise,,90,grc/hermippus-smyrna-magi-lawgivers-sages-ixy-aa.grc.pdf,grc/hermippus-smyrna-magi-lawgivers-sages-ixy-aa.grc.md,grc/hermippus-smyrna-magi-lawgivers-sages-ixy-aa.grc.txt
djs,djs-ab,hermippus-the-comic-poet,Hermippus the Comic Poet,Ἕρμιππος ὁ κωμικός,hermippus-comic-dialogues,Fragments of Comic Dialogues,Ἀποσπάσματα Κωμικῶν Διαλόγων,Classical,Attic Comedy,Comedy,Verse,,131,grc/hermippus-comic-dialogues-djs-ab.grc.pdf,grc/hermippus-comic-dialogues-djs-ab.grc.md,grc/hermippus-comic-dialogues-djs-ab.grc.txt
djs,djs-aa,hermippus-the-comic-poet,Hermippus the Comic Poet,Ἕρμιππος ὁ κωμικός,hermippus-gods-time,Fragments on Gods and Time,Ἀποσπάσματα περὶ Θεῶν καὶ Χρόνου,Classical,Attic Comedy,Comedy,Verse,,168,grc/hermippus-gods-time-djs-aa.grc.pdf,grc/hermippus-gods-time-djs-aa.grc.md,grc/hermippus-gods-time-djs-aa.grc.txt
djs,djs-ac,hermippus-the-comic-poet,Hermippus the Comic Poet,Ἕρμιππος ὁ κωμικός,hermippus-satirical-cityscape,Satirical Cityscape Fragments,Ἀποσπάσματα,Classical,Attic Comedy,Comedy,Verse,,10,grc/hermippus-satirical-cityscape-djs-ac.grc.pdf,grc/hermippus-satirical-cityscape-djs-ac.grc.md,grc/hermippus-satirical-cityscape-djs-ac.grc.txt
hzs,hzs-aa,hermocles-of-cyzicus,Hermocles of Cyzicus,Ἑρμόκλης ὁ Κυζικηνός,hermocles-cyzicus-ithyphalli,Ithyphalli,Ἰθυφάλλοι,Hellenistic,Koine,Poetry,Verse,,34,grc/hermocles-cyzicus-ithyphalli-hzs-aa.grc.pdf,grc/hermocles-cyzicus-ithyphalli-hzs-aa.grc.md,grc/hermocles-cyzicus-ithyphalli-hzs-aa.grc.txt
exs,exs-ab,hermodorus-of-ephesus,Hermodorus of Ephesus,Ἑρμόδωρος ὁ Ἐφέσιος,hermodorus-ephesus-on-plato,On Plato,Περὶ Πλάτωνος,Classical,Ionic,Philosophy,Collection,Presocratic,8,grc/hermodorus-ephesus-on-plato-exs-ab.grc.pdf,grc/hermodorus-ephesus-on-plato-exs-ab.grc.md,grc/hermodorus-ephesus-on-plato-exs-ab.grc.txt
exs,exs-aa,hermodorus-of-ephesus,Hermodorus of Ephesus,Ἑρμόδωρος ὁ Ἐφέσιος,hermodorus-ephesus-testimonies-fragments,Testimonies and Fragments,Μαρτυρίαι καὶ Ἀποσπάσματα,Classical,Ionic,Philosophy,Collection,Presocratic,9,grc/hermodorus-ephesus-testimonies-fragments-exs-aa.grc.pdf,grc/hermodorus-ephesus-testimonies-fragments-exs-aa.grc.md,grc/hermodorus-ephesus-testimonies-fragments-exs-aa.grc.txt
qng,qng-ae,hermogenes-of-tarsus,Hermogenes of Tarsus,Ἑρμογένης ὁ Ταρσεύς,hermogenes-tarsus-discovery,On Discovery,Περὶ εὑρέσεως,Roman,Atticizing Technical,Oratory,Oration,,67,grc/hermogenes-tarsus-discovery-qng-ae.grc.pdf,grc/hermogenes-tarsus-discovery-qng-ae.grc.md,grc/hermogenes-tarsus-discovery-qng-ae.grc.txt
qng,qng-ac,hermogenes-of-tarsus,Hermogenes of Tarsus,Ἑρμογένης ὁ Ταρσεύς,hermogenes-tarsus-on-ideas,On Ideas of Speech,Περὶ ἰδεῶν λόγου,Roman,Atticizing Technical,Oratory,Oration,,107,grc/hermogenes-tarsus-on-ideas-qng-ac.grc.pdf,grc/hermogenes-tarsus-on-ideas-qng-ac.grc.md,grc/hermogenes-tarsus-on-ideas-qng-ac.grc.txt
qng,qng-aa,hermogenes-of-tarsus,Hermogenes of Tarsus,Ἑρμογένης ὁ Ταρσεύς,hermogenes-tarsus-method-awesomeness,On the Method of Awesomeness,Περὶ μεθόδου δεινότητος,Roman,Atticizing Technical,Oratory,Oration,,37,grc/hermogenes-tarsus-method-awesomeness-qng-aa.grc.pdf,grc/hermogenes-tarsus-method-awesomeness-qng-aa.grc.md,grc/hermogenes-tarsus-method-awesomeness-qng-aa.grc.txt
qng,qng-ad,hermogenes-of-tarsus,Hermogenes of Tarsus,Ἑρμογένης ὁ Ταρσεύς,hermogenes-tarsus-stances,On the Stances,Περὶ στάσεων,Roman,Atticizing Technical,Oratory,Oration,,30,grc/hermogenes-tarsus-stances-qng-ad.grc.pdf,grc/hermogenes-tarsus-stances-qng-ad.grc.md,grc/hermogenes-tarsus-stances-qng-ad.grc.txt
qng,qng-ab,hermogenes-of-tarsus,Hermogenes of Tarsus,Ἑρμογένης ὁ Ταρσεύς,hermogenes-tarsus-preliminary-exercises,Preliminary Exercises,Προγυμνάσματα,Roman,Atticizing Technical,Oratory,Oration,,14,grc/hermogenes-tarsus-preliminary-exercises-qng-ab.grc.pdf,grc/hermogenes-tarsus-preliminary-exercises-qng-ab.grc.md,grc/hermogenes-tarsus-preliminary-exercises-qng-ab.grc.txt
qng,qng-af,hermogenes-of-tarsus,Hermogenes of Tarsus,Ἑρμογένης ὁ Ταρσεύς,hermogenes-tarsus-testimonies,Testimonies,Μαρτυρίαι,Roman,Atticizing Technical,Oratory,Oration,,1,grc/hermogenes-tarsus-testimonies-qng-af.grc.pdf,grc/hermogenes-tarsus-testimonies-qng-af.grc.md,grc/hermogenes-tarsus-testimonies-qng-af.grc.txt
juq,juq-aa,hermolochus-the-lyric-poet,Hermolochus the Lyric Poet,Ἑρμόλοχος ὁ λυρικός,hermolochus-lyric-uncertainty-life,On the Uncertainty of Life,Ἀπόσπασμα,Hellenistic,Mixed Dialects (frg),Poetry,Verse,,1,grc/hermolochus-lyric-uncertainty-life-juq-aa.grc.pdf,grc/hermolochus-lyric-uncertainty-life-juq-aa.grc.md,grc/hermolochus-lyric-uncertainty-life-juq-aa.grc.txt
cee,cee-aa,hermonax-the-epic-poet,Hermonax the Epic Poet,Ἑρμῶναξ ὁ Ἐποποιός,hermonax-poseidon-dominion,Fragments on Poseidon's Dominion,Ἀποσπάσματα περὶ τῆς Ποσειδῶνος Ἀρχῆς,Classical,Epic (Homeric) (frg),Epic,Verse,,8,grc/hermonax-poseidon-dominion-cee-aa.grc.pdf,grc/hermonax-poseidon-dominion-cee-aa.grc.md,grc/hermonax-poseidon-dominion-cee-aa.grc.txt
odi,odi-ad,hero-of-alexandria,Hero of Alexandria,Ἥρων ὁ Ἀλεξανδρεύς,hero-alexandria-war-machines,Art of War Machines,Βελοποιικά,Roman,Technical Koine,Science,Treatise,,35,grc/hero-alexandria-war-machines-odi-ad.grc.pdf,grc/hero-alexandria-war-machines-odi-ad.grc.md,grc/hero-alexandria-war-machines-odi-ad.grc.txt
odi,odi-ae,hero-of-alexandria,Hero of Alexandria,Ἥρων ὁ Ἀλεξανδρεύς,hero-alexandria-agriculture,Book of Agriculture,Γεωπονικόν,Roman,Technical Koine,Science,Treatise,,171,grc/hero-alexandria-agriculture-odi-ae.grc.pdf,grc/hero-alexandria-agriculture-odi-ae.grc.md,grc/hero-alexandria-agriculture-odi-ae.grc.txt
odi,odi-am,hero-of-alexandria,Hero of Alexandria,Ἥρων ὁ Ἀλεξανδρεύς,hero-alexandria-catoptrics,Catoptrics,Κατοπτρικά,Roman,Technical Koine,Science,Treatise,,2,grc/hero-alexandria-catoptrics-odi-am.grc.pdf,grc/hero-alexandria-catoptrics-odi-am.grc.md,grc/hero-alexandria-catoptrics-odi-am.grc.txt
odi,odi-aa,hero-of-alexandria,Hero of Alexandria,Ἥρων ὁ Ἀλεξανδρεύς,hero-alexandria-hand-ballista,Construction and Symmetry of the Hand Ballista,Χειροβαλλίστρας κατασκευὴ καὶ συμμετρία,Roman,Technical Koine,Science,Treatise,,22,grc/hero-alexandria-hand-ballista-odi-aa.grc.pdf,grc/hero-alexandria-hand-ballista-odi-aa.grc.md,grc/hero-alexandria-hand-ballista-odi-aa.grc.txt
odi,odi-aj,hero-of-alexandria,Hero of Alexandria,Ἥρων ὁ Ἀλεξανδρεύς,hero-alexandria-definitions,Definitions,Ὅροι,Roman,Technical Koine,Science,Treatise,,169,grc/hero-alexandria-definitions-odi-aj.grc.pdf,grc/hero-alexandria-definitions-odi-aj.grc.md,grc/hero-alexandria-definitions-odi-aj.grc.txt
