eul_aid,eul_wid,author_display_string,work_display_string,work_english,work_greek,domain,grc_md,grc_md_bytes,grc_md_text_offset
hrq,hrq-aa,dioxippus-the-comic-poet,dioxippus-gourmet-feasting,Fragments on Gourmet Feasting,Ἀποσπάσματα περὶ Δαιτὸς Λιχνείας,Comedy,grc/dioxippus-gourmet-feasting-hrq-aa.grc.md,1939,650
lok,lok-ab,diphilus-of-sinope,diphilus-sinope-comic-feasts-fools,Comic Fragments on Feasts and Fools,Ἀποσπάσματα περὶ Ἑορτῶν καὶ Μωρῶν,Comedy,grc/diphilus-sinope-comic-feasts-fools-lok-ab.grc.md,31939,698
lok,lok-aa,diphilus-of-sinope,diphilus-sinope-feasts-folly,Fragments on Feasts and Folly,Ἀποσπάσματα περὶ Ἑορτῶν καὶ Μωρίας,Comedy,grc/diphilus-sinope-feasts-folly-lok-aa.grc.md,33602,676
upk,upk-aa,disciple-of-isidore-anon,anon-isidore-miletus-elements-book-15,Euclid's Elements Book XV,Στοιχεῖα Εὐκλείδου,Science,grc/anon-isidore-miletus-elements-book-15-upk-aa.grc.md,30520,646
jxi,jxi-aa,dius-the-historian,dius-phoenicia-beauty-excellence,On Beauty and Human Excellence,Ἀποσπάσματα,Philosophy,grc/dius-phoenicia-beauty-excellence-jxi-aa.grc.md,4448,596
fyg,fyg-aa,diyllus-of-athens,diyllus-athens-historical-fragments,Historical Fragments,Ἀποσπάσματα,History,grc/diyllus-athens-historical-fragments-fyg-aa.grc.md,3334,546
ahs,ahs-aa,dorieus-of-sparta,dorieus-sparta-epigram,Epigram,Ἐπίγραμμα,Poetry,grc/dorieus-sparta-epigram-ahs-aa.grc.md,1494,477
oho,oho-aa,dorotheus-of-sidon,dorotheus-sidon-hephaestion-fragments,Fragments Drawn from Hephaestion's Apotelesmatica,Ἀποτελεσματικῶν,Science,grc/dorotheus-sidon-hephaestion-fragments-oho-aa.grc.md,16500,633
oho,oho-ad,dorotheus-of-sidon,dorotheus-sidon-planets,Fragments on the Planets,Ἀποσπάσματα περὶ Πλανητῶν,Science,grc/dorotheus-sidon-planets-oho-ad.grc.md,2135,591
oho,oho-ac,dorotheus-of-sidon,dorotheus-sidon-fragments,Greek Fragments,Ἑλληνικὰ Ἀποσπάσματα,Science,grc/dorotheus-sidon-fragments-oho-ac.grc.md,330821,559
oho,oho-ab,dorotheus-of-sidon,dorotheus-sidon-ancient-fragments,Other Ancient Fragments,Ἄλλα Ἀρχαῖα Ἀποσπάσματα,Science,grc/dorotheus-sidon-ancient-fragments-oho-ab.grc.md,6600,603
icu,icu-ab,dosiadas-of-crete,dosiadas-crete-altar,Altar,Βωμός,Poetry,grc/dosiadas-crete-altar-icu-ab.grc.md,1851,461
icu,icu-aa,dosiadas-of-crete,dosiadas-crete-epigram,Epigram,Ἐπίγραμμα,Poetry,grc/dosiadas-crete-epigram-icu-aa.grc.md,2039,487
hey,hey-aa,dosiadas-of-cydonia,dosiadas-cydonia-communal-feasts,On Cretan Communal Feasts,Ἀποσπάσματα,History,grc/dosiadas-cydonia-communal-feasts-hey-aa.grc.md,6471,548
jga,jga-aa,dositheus-of-pelusium,dositheus-pelusium-historical-italy,Historical Fragments of Italy,Ἀποσπάσματα περὶ τῆς Ἰταλίας,History,grc/dositheus-pelusium-historical-italy-jga-aa.grc.md,8384,646
sie,sie-aa,dositheus-the-grammarian,dositheus-grammarian-art,Grammatical Art,Γραμματικὴ Τέχνη,Grammar,grc/dositheus-grammarian-art-sie-aa.grc.md,145862,556
gpo,gpo-aa,dromo-comicus,dromo-dining-etiquette,Fragments on Dining Etiquette,Ἀποσπάσματα περὶ Συμποσιακῆς Ἀγωγῆς,Comedy,grc/dromo-dining-etiquette-gpo-aa.grc.md,1695,628
gpo,gpo-ab,dromo-comicus,dromo-parasites-shame,Parasite's Shame,Ἀποσπάσματα,Comedy,grc/dromo-parasites-shame-gpo-ab.grc.md,1584,504
lju,lju-aa,duris-of-samos,duris-samos-agathocles-campaign,Fragments on Agathocles' Campaign,Ἀποσπάσματα περὶ τῆς Ἀγαθοκλέους Στρατηγίας,History,grc/duris-samos-agathocles-campaign-lju-aa.grc.md,6097,688
lju,lju-ab,duris-of-samos,duris-samos-historical-fragments,Historical Fragments of Duris,Ἀποσπάσματα Δούριδος,History,grc/duris-samos-historical-fragments-lju-ab.grc.md,61073,588
rgm,rgm-aa,earthquakes-treatise,earthquakes-treatise-anonymous-dissertation,Anonymous DissertatiEarthquakes,Ἀνωνύμου πραγματεία περὶ σεισμῶν,Science,grc/earthquakes-treatise-anonymous-dissertation-rgm-aa.grc.md,8629,665
ffa,ffa-aa,echecrates-of-phlius,echecrates-phlius-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/echecrates-phlius-testimonies-ffa-aa.grc.md,1549,528
kic,kic-aa,echephylidas-the-historian,echephylidas-proper-names,Fragments on Proper Names,Ἀποσπάσματα περὶ Ὀνομάτων Κυρίων,History,grc/echephylidas-proper-names-kic-aa.grc.md,2451,638
gqs,gqs-aa,ecphantus-the-pythagorean,ecphantus-pythagorean-kingship,On Kingship,Περὶ βασιλείας,Philosophy,grc/ecphantus-pythagorean-kingship-gqs-aa.grc.md,17999,557
gqs,gqs-ab,ecphantus-the-pythagorean,ecphantus-pythagorean-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/ecphantus-pythagorean-testimonies-gqs-ab.grc.md,2997,545
dfw,dfw-aa,elegiac-fragments-anon,eleg-frag-anon-ii-galatian-war,Fragments on the Galatian War,Ἀποσπάσματα περὶ τοῦ Γαλατικοῦ Πολέμου,Poetry,grc/eleg-frag-anon-ii-galatian-war-dfw-aa.grc.md,3103,696
gyk,gyk-aa,elegiac-fragments-anon,elegiac-fragments-anon-virtue-fate,Fragments on Virtue and Fate,Ἀποσπάσματα περὶ Ἀρετῆς καὶ Εἱμαρμένης,Poetry,grc/elegiac-fragments-anon-virtue-fate-gyk-aa.grc.md,9114,701
vgs,vgs-ab,elias-the-neoplatonist,elias-neoplatonist-commentaries-aristotle,Commentaries-Aristotle in Greek,Σχόλια Ἠλίου εἰς τὰς κατηγορίας Ἀριστοτέλους,Philosophy,grc/elias-neoplatonist-commentaries-aristotle-vgs-ab.grc.md,663314,735
vgs,vgs-aa,elias-the-neoplatonist,elias-neoplatonist-prior-analytics-commentary,Commentary-Aristotle's Prior Analytics,Σχόλια εἰς τὰ ἀναλυτικὰ πρότερα Ἀριστοτέλους,Philosophy,grc/elias-neoplatonist-prior-analytics-commentary-vgs-aa.grc.md,27071,761
vgs,vgs-ac,elias-the-neoplatonist,elias-neoplatonist-porphyry-isagoge,On Porphyry's Isagoge,Περὶ τῆς Πορφυρίου Εἰσαγωγῆς,Philosophy,grc/elias-neoplatonist-porphyry-isagoge-vgs-ac.grc.md,412768,645
die,die-ac,empedocles-of-acragas,empedocles-acragas-epigrams,Epigram,Ἐπίγραμμα,Philosophy,grc/empedocles-acragas-epigrams-die-ac.grc.md,1425,501
die,die-ab,empedocles-of-acragas,empedocles-acragas-nature-perception,On Nature and Perception,Ἀποσπάσματα,Philosophy,grc/empedocles-acragas-nature-perception-die-ab.grc.md,136349,561
die,die-aa,empedocles-of-acragas,empedocles-acragas-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/empedocles-acragas-testimonies-die-aa.grc.md,143601,518
sbg,sbg-aa,encomium-leader-thebans-anon,anon-theban-leader,Encomium for a Theban Leader,Ἀπόσπασμα,Oratory,grc/anon-theban-leader-sbg-aa.grc.md,3673,508
cmq,cmq-aa,eparchides-of-oineis,eparchides-oineis-icarus-wine,Fragments on Icarus and Wine,Ἀποσπάσματα περὶ Ἰκάρου καὶ Οἴνου,History,grc/eparchides-oineis-icarus-wine-cmq-aa.grc.md,2729,638
fkk,fkk-ab,ephippus-of-athens,ephippus-athens-alexander-feast,Fragments on Alexander's Feast,Ἀποσπάσματα περὶ τοῦ Ἀλεξάνδρου Συμποσίου,Comedy,grc/ephippus-athens-alexander-feast-fkk-ab.grc.md,11832,716
fkk,fkk-aa,ephippus-of-athens,ephippus-athens-alexander-feast,Fragments on Alexander's Feast,Ἀποσπάσματα περὶ τοῦ Ἀλεξάνδρου Συμποσίου,Comedy,grc/ephippus-athens-alexander-feast-fkk-aa.grc.md,12150,716
fbe,fbe-ac,ephorus-of-cyme,ephorus-cyme-harmonia,Fragments on Harmonia,Ἀποσπάσματα περὶ Ἁρμονίας,History,grc/ephorus-cyme-harmonia-fbe-ac.grc.md,1296,566
fbe,fbe-ab,ephorus-of-cyme,ephorus-cyme-homer-origins,Fragments on Homer's Origins,Ἀποσπάσματα περὶ τῆς Ὁμήρου Γενέσεως,History,grc/ephorus-cyme-homer-origins-fbe-ab.grc.md,254902,639
fbe,fbe-aa,ephorus-of-cyme,ephorus-cyme-testimonies,Testimonies,Μαρτυρίαι,History,grc/ephorus-cyme-testimonies-fbe-aa.grc.md,23920,491
uza,uza-aa,ephraem-of-aenus,ephraem-aenus-chronicle,Chronicle,Χρονικόν,History,grc/ephraem-aenus-chronicle-uza-aa.grc.md,727341,481
aak,aak-ab,epic-fragments-anon,epic-fragments-anon-ii-fishing,Fragments on Fishing,Ἀποσπάσματα περὶ Ἁλιείας,Epic,grc/epic-fragments-anon-ii-fishing-aak-ab.grc.md,1176,606
aak,aak-aa,epic-fragments-anon,epic-fragments-anon-ii-hermes,Fragments on Hermes,Ἀποσπάσματα περὶ Ἑρμοῦ,Epic,grc/epic-fragments-anon-ii-hermes-aak-aa.grc.md,1301,596
dfm,dfm-aa,epic-fragments-anon,epic-fragments-anon-epic-poems,Anonymous Epic Poems,Ἀνώνυμα Ἐπικὰ Ποιήματα,Epic,grc/epic-fragments-anon-epic-poems-dfm-aa.grc.md,26534,598
kjq,kjq-ar,epic-work-anon,epic-anon-encom,encom,Ἐγκώμιον,Epic,grc/epic-anon-encom-kjq-ar.grc.md,1753,478
kjq,kjq-ad,epic-work-anon,epic-anon-heraclius-leader,encom-Heraclius the Leader,Ἐγκώμιον εἰς Ἡράκλειον τὸν ἡγεμόνα,Epic,grc/epic-anon-heraclius-leader-kjq-ad.grc.md,6925,646
kjq,kjq-af,epic-work-anon,epic-anon-roman-leader,encom-the Roman Leader,Ἐγκώμιον εἰς τὸν Ῥωμαῖον ἡγεμόνα,Epic,grc/epic-anon-roman-leader-kjq-af.grc.md,8364,624
kjq,kjq-ap,epic-work-anon,epic-anon-fragment,Epic Fragment,Ἐπικὸν Ἀπόσπασμα,Epic,grc/epic-anon-fragment-kjq-ap.grc.md,4131,534
kjq,kjq-al,epic-work-anon,epic-anon-ethopoeic-exercise,Ethopoeic Exercise,Ἠθοποιία,Epic,grc/epic-anon-ethopoeic-exercise-kjq-al.grc.md,2608,530
kjq,kjq-am,epic-work-anon,epic-anon-ethopoeia,Ethopoeic Exercise,Ἠθοποιία,Epic,grc/epic-anon-ethopoeia-kjq-am.grc.md,1414,512
kjq,kjq-ak,epic-work-anon,epic-anon-ethopoeia,Ethopoeic Exercises,Ἠθοποιίαι,Epic,grc/epic-anon-ethopoeia-kjq-ak.grc.md,3937,518
kjq,kjq-ag,epic-work-anon,epic-anon-historical-fragment,Historical Epic Fragment A,Ἱστορικὸν Ἐπικὸν Ἀπόσπασμα,Epic,grc/epic-anon-historical-fragment-kjq-ag.grc.md,4401,620
kjq,kjq-ah,epic-work-anon,epic-anon-historical-fragment,Historical Epic Fragment B,Ἱστορικὸν Ἐπικὸν Ἀπόσπασμα,Epic,grc/epic-anon-historical-fragment-kjq-ah.grc.md,6966,620
kjq,kjq-ao,epic-work-anon,epic-anon-iambic-encom,Iambic encom,Ἰαμβικὸν Ἐγκώμιον,Epic,grc/epic-anon-iambic-encom-kjq-ao.grc.md,4921,544
kjq,kjq-an,epic-work-anon,epic-anon-inaugural-speech,Inaugural Speech,Λόγος ἐπιβατήριος,Epic,grc/epic-anon-inaugural-speech-kjq-an.grc.md,3400,556
kjq,kjq-ab,epic-work-anon,epic-anon-creator-world-hermopolis,Mercury the Creator of the World and Hermopolis Magna,Ἑρμῆς ὁ Δημιουργὸς τοῦ Κόσμου καὶ Ἑρμοῦπολις,Epic,grc/epic-anon-creator-world-hermopolis-kjq-ab.grc.md,6960,758
kjq,kjq-ai,epic-work-anon,epic-anon-rising-nile,Poem-the Rising Nile,Ποίημα περὶ τοῦ Νείλου ἀνατέλλοντος,Epic,grc/epic-anon-rising-nile-kjq-ai.grc.md,2211,624
kjq,kjq-aj,epic-work-anon,epic-anon-polyxena-achilles,Polyxena and Achilles,Πολυξένη καὶ Ἀχιλλεύς,Epic,grc/epic-anon-polyxena-achilles-kjq-aj.grc.md,1992,584
kjq,kjq-ac,epic-work-anon,epic-anon-professor-berytus,Praise of a Professor Teaching at Berytus University,Ἐγκώμιον Καθηγητοῦ ἐν Βηρύτῳ,Epic,grc/epic-anon-professor-berytus-kjq-ac.grc.md,2850,676
kjq,kjq-aa,epic-work-anon,epic-anon-smyrnaean-professor-berytus,Praise of a Smyrnaean Professor Teaching at Berytus University,Ἐγκώμιον Σμυρναίου Καθηγητοῦ ἐν Βηρύτῳ,Epic,grc/epic-anon-smyrnaean-professor-berytus-kjq-aa.grc.md,8191,754
kjq,kjq-ae,epic-work-anon,epic-anon-theon-gymnasiarch,Praises of Theon the Gymnasiarch,Ἐγκώμια Θεῶνος τοῦ Γυμνασιάρχου,Epic,grc/epic-anon-theon-gymnasiarch-kjq-ae.grc.md,2856,646
kjq,kjq-aq,epic-work-anon,epic-anon-wedding-song,Wedding Song,Γαμήλιον Ἄσμα,Epic,grc/epic-anon-wedding-song-kjq-aq.grc.md,1342,524
euq,euq-aa,epic:-meropis-anon,epic-meropis-anon-fragments,Meropis Fragments,Μηροπίδος Ἀποσπάσματα,Epic,grc/epic-meropis-anon-fragments-euq-aa.grc.md,2974,575
bhm,bhm-af,epicharmus-syracuse,epicharmus-syracuse-comic-wisdom,Fragments of Comic Wisdom,Ἀποσπάσματα περὶ Κωμικῆς Σοφίας,Comedy,grc/epicharmus-syracuse-comic-wisdom-bhm-af.grc.md,4095,634
bhm,bhm-ad,epicharmus-syracuse,epicharmus-syracuse-fragments,Fragments of Epicharmus,Ἐπιχάρμου Ἀποσπάσματα,Comedy,grc/epicharmus-syracuse-fragments-bhm-ad.grc.md,25572,586
bhm,bhm-ac,epicharmus-syracuse,epicharmus-syracuse-fragments,Fragments of Epicharmus,Ἐπιχάρμου Ἀποσπάσματα,Comedy,grc/epicharmus-syracuse-fragments-bhm-ac.grc.md,27810,581
bhm,bhm-ab,epicharmus-syracuse,epicharmus-syracuse-pseudepicharmea,Fragments of Pseudepicharmea,Ψευδεπιχάρμου Ἀποσπάσματα,Comedy,grc/epicharmus-syracuse-pseudepicharmea-bhm-ab.grc.md,5754,622
bhm,bhm-aa,epicharmus-syracuse,epicharmus-syracuse-pseudepicharmea,Fragments of Pseudepicharmea,Ψευδεπιχάρμου Ἀποσπάσματα,Comedy,grc/epicharmus-syracuse-pseudepicharmea-bhm-aa.grc.md,8644,617
bhm,bhm-ag,epicharmus-syracuse,epicharmus-syracuse-gnomic-comic-wisdom,Gnomic and Comic Wisdom Fragments,Ἀποσπάσματα,Comedy,grc/epicharmus-syracuse-gnomic-comic-wisdom-bhm-ag.grc.md,25733,581
bhm,bhm-ae,epicharmus-syracuse,epicharmus-syracuse-testimonies,Testimonies,Μαρτυρίαι,Comedy,grc/epicharmus-syracuse-testimonies-bhm-ae.grc.md,9284,516
fka,fka-ab,epicrates-the-comic,epicrates-lais-fragments,Fragments on Lais the Courtesan,Ἀποσπάσματα περὶ Λαΐδος τῆς ἑταίρας,Comedy,grc/epicrates-lais-fragments-fka-ab.grc.md,7633,650
fka,fka-aa,epicrates-the-comic,epicrates-lais-fragments,Fragments on Lais the Hetaira,Ἀποσπάσματα περὶ Λαΐδος τῆς Ἑταίρας,Comedy,grc/epicrates-lais-fragments-fka-aa.grc.md,8082,646
ojw,ojw-ac,epictetus-the-stoic,epictetus-discourses,Discourses of Epictetus by Arrian,Ἀρριανοῦ τῶν Ἐπικτήτου Διατριβῶν,Philosophy,grc/epictetus-discourses-ojw-ac.grc.md,858192,642
ojw,ojw-aa,epictetus-the-stoic,epictetus-fragments,Fragments of Epictetus' Discourses,Ἀποσπάσματα Διατριβῶν Ἐπικτήτου,Philosophy,grc/epictetus-fragments-ojw-aa.grc.md,24081,638
ojw,ojw-ae,epictetus-the-stoic,epictetus-gnomology,Gnomology (Extended),Γνωμολόγιον Ἐπικτήτου,Philosophy,grc/epictetus-gnomology-ojw-ae.grc.md,24722,568
ojw,ojw-ad,epictetus-the-stoic,epictetus-gnomology,Gnomology (Short),Γνωμολόγιον Ἐπικτήτου,Philosophy,grc/epictetus-gnomology-ojw-ad.grc.md,4311,568
ojw,ojw-af,epictetus-the-stoic,epictetus-handbook,Handbook,Ἐγχειρίδιον,Philosophy,grc/epictetus-handbook-ojw-af.grc.md,62513,502
ojw,ojw-ab,epictetus-the-stoic,epictetus-letter-to-gellius,Letter of Arrian to Lucius Gellius,Ἐπιστολὴ Ἀρριανοῦ πρὸς Λούκιον Γέλλιον,Philosophy,grc/epictetus-letter-to-gellius-ojw-ab.grc.md,3357,679
jtm,jtm-ab,epicurean-anon,epicurean-anon-pythocles-nature,Fragments on Pythocles and Nature,Ἀποσπάσματα περὶ Πυθοκλέους καὶ Φύσεως,Philosophy,grc/epicurean-anon-pythocles-nature-jtm-ab.grc.md,45612,687
jtm,jtm-aa,epicurean-anon,epicurean-anon-herculaneum-papyri,Fragments Pertaining to Herculaneum Papyri,Ἀποσπάσματα Περὶ Ἡρ. 176,Philosophy,grc/epicurean-anon-herculaneum-papyri-jtm-aa.grc.md,12717,647
hui,hui-af,epicurus-the-philosopher,epicurus-established-opinions,Established Opinions,Κύριαι Δόξαι,Philosophy,grc/epicurus-established-opinions-hui-af.grc.md,17590,564
hui,hui-ag,epicurus-the-philosopher,epicurus-letters-fragments,Fragments of Letters,Ἀποσπάσματα Ἐπιστολῶν,Philosophy,grc/epicurus-letters-fragments-hui-ag.grc.md,48086,600
hui,hui-aa,epicurus-the-philosopher,epicurus-uncertain-fragments,Fragments of Uncertain Position,Ἀποσπάσματα Ἀδήλου Θέσεως,Philosophy,grc/epicurus-uncertain-fragments-hui-aa.grc.md,2682,638
hui,hui-ah,epicurus-the-philosopher,epicurus-herodotus-letter,Letter to Herodotus,Ἐπιστολὴ πρὸς Ἡρόδοτον,Philosophy,grc/epicurus-herodotus-letter-hui-ah.grc.md,56822,599
hui,hui-ae,epicurus-the-philosopher,epicurus-lost-books,Remains of Lost Books,Λείψανα Ἀπολωλότων Βιβλίων,Philosophy,grc/epicurus-lost-books-hui-ae.grc.md,181805,604
hui,hui-ac,epicurus-the-philosopher,epicurus-letter-pythocles,Second Letter to Pythocles,Δευτέρα Ἐπιστολὴ πρὸς Πυθόκλεα,Philosophy,grc/epicurus-letter-pythocles-hui-ac.grc.md,39494,641
hui,hui-ad,epicurus-the-philosopher,epicurus-letter-menoeceus,Third Letter to Menoeceus,Τρίτη Ἐπιστολὴ πρὸς Μενοικέα,Philosophy,grc/epicurus-letter-menoeceus-hui-ad.grc.md,16914,631
hui,hui-ab,epicurus-the-philosopher,epicurus-vatican-gnomology,Vatican Epicurean Gnomology,Γνωμολόγιον Βατικανὸν Ἐπικούρειον,Philosophy,grc/epicurus-vatican-gnomology-hui-ab.grc.md,14941,658
ino,ino-ab,epigenes-of-byzantium,epigenes-byzantium-banquets-vessels,Fragments on Banquets and Vessels,Ἀποσπάσματα περὶ Συμποσίων καὶ Σκευῶν,Comedy,grc/epigenes-byzantium-banquets-vessels-ino-ab.grc.md,2609,683
ino,ino-aa,epigenes-of-byzantium,epigenes-byzantium-drinking-vessels,Fragments on Drinking Vessels,Ἀποσπάσματα περὶ Ποτηρίων,Comedy,grc/epigenes-byzantium-drinking-vessels-ino-aa.grc.md,2622,627
abo,abo-aa,epigoni,epigoni-text,Epigoni,Ἐπίγονοι,Epic,grc/epigoni-text-abo-aa.grc.md,1513,440
cwq,cwq-aa,epilycus-the-comic-poet,epilycus-comic-food-feasting,Comic Fragments on Food and Feasting,Ἀποσπάσματα περὶ Τροφῆς καὶ Εὐωχίας,Comedy,grc/epilycus-comic-food-feasting-cwq-aa.grc.md,1494,678
aqy,aqy-ae,epimenides-of-crete,epimenides-crete-glaucus,Fragments on Glaucus,Ἀποσπάσματα περὶ Γλαύκου,Philosophy,grc/epimenides-crete-glaucus-aqy-ae.grc.md,1199,587
aqy,aqy-ad,epimenides-of-crete,epimenides-crete-oracles-fragments,Oracles and Theological Fragments,Ἀποσπάσματα,Philosophy,grc/epimenides-crete-oracles-fragments-aqy-ad.grc.md,15768,583
aqy,aqy-aa,epimenides-of-crete,epimenides-crete-testimonies,Testimonies 1,Μαρτυρίαι Α',Philosophy,grc/epimenides-crete-testimonies-aqy-aa.grc.md,25316,531
aqy,aqy-ab,epimenides-of-crete,epimenides-crete-testimonies-2,Testimonies 2,Μαρτυρίαι Β',Philosophy,grc/epimenides-crete-testimonies-2-aqy-ab.grc.md,18285,535
aqy,aqy-ac,epimenides-of-crete,epimenides-crete-theological-prophetic,Theological and Prophetic Fragments,Ἀποσπάσματα,Philosophy,grc/epimenides-crete-theological-prophetic-aqy-ac.grc.md,15992,595
ksc,ksc-aa,epinicus-the-comic-poet,epinicus-seleucus-drinking,Fragments on Seleucus and Drinking,Ἀποσπάσματα περὶ Σελεύκου καὶ Ποτοῦ,Comedy,grc/epinicus-seleucus-drinking-ksc-aa.grc.md,2816,670
ksc,ksc-ab,epinicus-the-comic-poet,epinicus-symposium-satirical,Symposium and Satirical Fragments,Ἀποσπάσματα,Comedy,grc/epinicus-symposium-satirical-ksc-ab.grc.md,2689,578
